State,District,Year,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,,2022 - 2023,,,,"1,91,050.00","6,74,215.00",3.53,"1,93,503.00","6,85,194.00",3.54,,,,,,
,28. Vikarabad,2016 - 2017,,,,"12,082.00","31,776.00",2.63,"8,397.00","22,235.00",2.65,,,,,,
,,2017 - 2018,,,,"8,845.00","21,900.00",2.48,"10,641.00","35,137.00",3.3,,,,,,
,,2018 - 2019,,,,"10,207.00","30,192.00",2.96,"4,954.00","14,094.00",2.84,,,,,,
,,2019 - 2020,,,,"11,445.00","36,475.00",3.19,"13,303.00","47,252.00",3.55,,,,,,
,,2020 - 2021,,,,"30,422.00","88,553.00",2.91,"28,360.00","85,420.00",3.01,,,,,,
,,2021 - 2022,,,,"46,773.00","1,36,390.00",2.92,"6,923.00","20,693.00",2.99,,,,,,
,,2022 - 2023,,,,"54,587.00","1,78,063.00",3.26,"36,623.00","1,17,816.00",3.22,,,,,,
,29. Wanaparthy,2016 - 2017,,,,"31,578.00","88,281.00",2.8,"14,064.00","40,476.00",2.88,,,,,,
,,2017 - 2018,,,,"34,025.00","68,751.00",2.02,"21,826.00","61,484.00",2.82,,,,,,
,,2018 - 2019,,,,"39,617.00","1,18,653.00",3,"19,105.00","53,838.00",2.82,,,,,,
,,2019 - 2020,,,,"55,423.00","1,82,508.00",3.29,"46,626.00","1,54,845.00",3.32,,,,,,
,,2020 - 2021,,,,"72,108.00","1,90,133.00",2.64,"58,935.00","2,22,656.00",3.78,,,,,,
,,2021 - 2022,,,,"73,746.00","2,65,707.00",3.6,"18,146.00","58,847.00",3.24,,,,,,
,,2022 - 2023,,,,"74,092.00","2,73,770.00",3.7,"66,100.00","2,19,122.00",3.32,,,,,,
,30. Warangal,2013 - 2014,,,,"1,59,311.00","5,01,478.00",3.15,"95,542.00","2,99,046.00",3.13,,,,,,
,,2014 - 2015,,,,"95,515.00","2,82,059.00",2.95,"46,492.00","1,55,376.00",3.34,,,,,,
,,2015 - 2016,,,,"1,27,156.00","4,02,403.00",3.16,"53,917.00","1,70,539.00",3.16,,,,,,
,,2016 - 2017,,,,"30,358.00","1,04,310.00",3.44,"26,492.00","1,05,438.00",3.98,,,,,,
,,2017 - 2018,,,,"36,097.00","89,376.00",2.48,"17,903.00","57,898.00",3.23,,,,,,
,,2018 - 2019,,,,"38,187.00","1,27,659.00",3.34,"16,052.00","55,347.00",3.45,,,,,,
,,2019 - 2020,,,,"42,972.00","1,47,480.00",3.43,"36,696.00","1,38,784.00",3.78,,,,,,
,,2020 - 2021,,,,"51,264.00","1,45,423.00",2.84,"47,911.00","1,92,890.00",4.03,,,,,,
,,2021 - 2022,,,,"54,190.00","1,69,506.00",3.13,"23,518.00","76,198.00",3.24,,,,,,
,,2022 - 2023,,,,"54,759.00","1,79,610.00",3.28,"45,564.00","1,61,114.00",3.54,,,,,,
,31. Warangal urban,2016 - 2017,,,,"15,772.00","54,193.00",3.44,"22,198.00","83,731.00",3.77,,,,,,
,,2017 - 2018,,,,"16,651.00","41,011.00",2.46,"18,146.00","76,903.00",4.24,,,,,,
,,2018 - 2019,,,,"15,384.00","53,875.00",3.5,"13,316.00","43,676.00",3.28,,,,,,
,,2019 - 2020,,,,"26,807.00","93,851.00",3.5,"30,042.00","1,14,100.00",3.8,,,,,,
,,2020 - 2021,,,,"39,018.00","1,12,710.00",2.89,"42,981.00","1,58,127.00",3.68,,,,,,
,,2021 - 2022,,,,"60,942.00","2,00,987.00",3.3,"37,887.00","1,48,820.00",3.93,,,,,,
,,2022 - 2023,,,,"59,900.00","2,14,861.00",3.59,"54,186.00","2,09,375.00",3.86,,,,,,
,32. Yadadri,2016 - 2017,,,,"32,083.00","1,08,088.00",3.37,"45,693.00","1,75,370.00",3.84,,,,,,
,,2017 - 2018,,,,"51,081.00","1,69,078.00",3.31,"47,849.00","1,73,261.00",3.62,,,,,,
,,2018 - 2019,,,,"47,562.00","1,60,712.00",3.38,"39,128.00","1,37,965.00",3.53,,,,,,
,,2019 - 2020,,,,"52,183.00","1,96,104.00",3.76,"80,400.00","2,85,581.00",3.55,,,,,,
,,2020 - 2021,,,,"82,602.00","2,33,716.00",2.83,"99,697.00","3,57,713.00",3.59,,,,,,
,,2021 - 2022,,,,"1,13,310.00","3,71,317.00",3.28,"57,112.00","1,92,353.00",3.37,,,,,,
,,2022 - 2023,,,,"1,20,942.00","4,17,008.00",3.45,"1,17,706.00","4,12,913.00",3.51,,,,,,
32. The Dadra & Nagar Haveli and Daman and Diu,1. Dadra and Nagar Haveli,2021 - 2022,,,,"15,853.00","32,800.00",2.07,,,,,,,,,
,,2022 - 2023,,,,"15,853.00","33,038.00",2.08,,,,,,,,,
,2. Daman,2021 - 2022,,,,"1,434.00","2,776.00",1.94,,,,,,,,,
,,2022 - 2023,,,,"1,434.00","2,791.00",1.95,,,,,,,,,
33. Tripura,1. Dhalai,2013 - 2014,,,,"32,839.00","81,231.00",2.47,,,,,,,,,
,,2014 - 2015,,,,"32,274.00","82,856.00",2.57,,,,,,,,,
,,2015 - 2016,,,,"30,191.00","74,488.00",2.47,,,,"1,531.00","4,282.00",2.8,,,
,,2016 - 2017,"11,527.00","30,911.00",2.68,"6,041.00","6,644.00",1.1,,,,"1,592.00","4,661.00",2.93,"15,742.00","45,046.00",2.86
,,2017 - 2018,"11,460.00","31,746.00",2.77,"5,697.00","6,354.00",1.12,,,,"1,863.00","5,219.00",2.8,"14,828.00","44,450.00",3
,,2018 - 2019,"11,325.00","32,090.00",2.83,"5,783.00","5,956.18",1.03,,,,"1,443.00","4,200.00",2.91,"15,770.00","47,006.00",2.98
,,2019 - 2020,"11,122.00","29,706.00",2.67,"5,792.00","5,628.00",0.97,,,,"1,443.00","4,224.00",2.93,"15,890.00","48,124.00",3.03
,,2020 - 2021,"11,262.00","34,360.00",3.05,"6,350.00","6,162.00",0.97,,,,"1,523.00","4,582.00",3.01,"15,576.00","49,535.00",3.18
,,2021 - 2022,"7,401.00","22,563.00",3.05,"5,686.00","5,761.00",1.01,,,,"1,290.00","4,040.00",3.13,"15,900.00","51,952.00",3.27
,,2022 - 2023,"3,277.00","9,591.00",2.93,"5,526.00","5,851.00",1.06,,,,"1,332.00","4,215.00",3.16,"18,474.00","61,799.00",3.35
,2. Gomati,2013 - 2014,,,,"31,355.00","90,682.00",2.89,,,,,,,,,
,,2014 - 2015,,,,"35,009.00","1,07,500.00",3.07,,,,,,,,,
,,2015 - 2016,,,,"23,039.00","64,516.00",2.8,,,,"14,829.00","42,418.00",2.86,,,
,,2016 - 2017,"2,097.00","5,094.00",2.43,"2,249.00","2,361.00",1.05,,,,"16,196.00","47,642.00",2.94,"19,162.00","60,482.00",3.16
,,2017 - 2018,"2,307.00","5,945.00",2.58,"1,828.00","1,823.00",1,,,,"15,755.00","49,479.00",3.14,"18,540.00","55,506.00",2.99
,,2018 - 2019,"1,815.00","4,364.00",2.4,"1,635.00","1,627.35",1,,,,"15,235.00","48,399.00",3.18,"19,299.00","59,162.00",3.07
,,2019 - 2020,"1,908.00","4,813.00",2.52,"1,673.00","1,777.00",1.06,,,,"15,235.00","48,679.00",3.2,"19,412.00","61,720.00",3.18
,,2020 - 2021,"1,840.00","4,800.00",2.61,"1,722.00","1,887.00",1.1,,,,"14,812.00","47,514.00",3.21,"19,731.00","61,523.00",3.12
,,2021 - 2022,"1,760.00","4,828.00",2.74,"1,844.00","1,942.00",1.05,,,,"15,521.00","52,990.00",3.41,"19,611.00","64,192.00",3.27
,,2022 - 2023,837,"2,292.00",2.74,"1,771.00","1,863.00",1.05,,,,"15,312.00","51,639.00",3.37,"19,673.00","69,774.00",3.55
,3. Khowai,2013 - 2014,,,,"24,338.00","67,649.00",2.78,,,,,,,,,
,,2014 - 2015,,,,"23,381.00","67,131.00",2.87,,,,,,,,,
,,2015 - 2016,,,,"18,318.00","53,977.00",2.95,,,,"6,986.00","22,137.00",3.17,,,
,,2016 - 2017,"1,670.00","4,136.00",2.48,"1,653.00","1,767.00",1.07,,,,"8,269.00","25,155.00",3.04,"15,792.00","47,370.00",3
,,2017 - 2018,"1,881.00","5,044.00",2.68,"1,533.00","1,533.00",1,,,,"7,225.00","24,743.00",3.42,"15,750.00","46,911.00",2.98
,,2018 - 2019,"1,113.00","2,828.00",2.54,"1,430.00","1,581.24",1.11,,,,"7,095.00","21,568.00",3.04,"15,629.00","46,738.00",2.99
,,2019 - 2020,"1,155.00","2,927.00",2.53,"1,427.00","1,633.00",1.14,,,,"6,930.00","21,401.00",3.09,"14,698.00","44,079.00",3
,,2020 - 2021,"1,927.00","5,098.00",2.65,"1,423.00","1,642.00",1.15,,,,"5,250.00","17,083.00",3.25,"15,126.00","47,119.00",3.12
,,2021 - 2022,"1,912.00","5,428.00",2.84,"1,260.00","1,445.00",1.15,,,,"5,553.00","19,063.00",3.43,"14,755.00","49,072.00",3.33
,,2022 - 2023,850,"2,420.00",2.85,"1,224.00","1,404.00",1.15,,,,"5,741.00","19,419.00",3.38,"15,489.00","51,249.00",3.31
,4. North tripura,2013 - 2014,,,,"32,584.00","78,887.00",2.42,,,,,,,,,
,,2014 - 2015,,,,"32,623.00","83,278.00",2.55,,,,,,,,,
,,2015 - 2016,,,,"29,626.00","78,661.00",2.66,,,,955,"2,572.00",2.69,,,
,,2016 - 2017,"11,066.00","30,349.00",2.74,"3,160.00","3,556.00",1.13,,,,"1,135.00","3,222.00",2.84,"15,057.00","43,107.00",2.86
,,2017 - 2018,"10,334.00","28,325.00",2.74,"3,250.00","3,548.00",1.09,,,,716,"1,976.00",2.76,"15,057.00","40,923.00",2.72
,,2018 - 2019,"9,538.00","24,990.00",2.62,"3,367.00","3,814.64",1.13,,,,516,"1,332.00",2.58,"14,040.00","39,546.00",2.82
,,2019 - 2020,"9,900.00","27,746.00",2.8,"3,245.00","3,904.00",1.2,,,,516,"1,506.00",2.92,"15,010.00","45,244.00",3.01
,,2020 - 2021,"9,593.00","25,498.00",2.66,"2,927.00","3,533.00",1.21,,,,539,"1,811.00",3.36,"14,355.00","43,377.00",3.02
,,2021 - 2022,"8,107.00","23,536.00",2.9,"3,004.00","3,502.00",1.17,,,,110,355,3.23,"15,403.00","48,982.00",3.18
,,2022 - 2023,"6,344.00","19,219.00",3.03,"2,974.00","3,466.00",1.17,,,,,,,"15,446.00","51,599.00",3.34
,5. Sepahijala,2013 - 2014,,,,"49,364.00","1,49,425.00",3.03,,,,,,,,,
,,2014 - 2015,,,,"47,973.00","1,50,378.00",3.13,,,,,,,,,
,,2015 - 2016,,,,"30,809.00","1,00,325.00",3.26,,,,"20,461.00","66,665.00",3.26,,,
,,2016 - 2017,"1,226.00","2,922.00",2.38,713,763,1.07,,,,"19,526.00","67,254.00",3.44,"28,806.00","91,262.00",3.17
,,2017 - 2018,"1,568.00","3,823.00",2.44,585,585,1,,,,"19,230.00","62,579.00",3.25,"29,760.00","96,343.00",3.24
,,2018 - 2019,"1,290.00","2,780.00",2.16,410,415.55,1.01,,,,"19,537.00","65,554.00",3.36,"28,866.00","90,416.00",3.13
,,2019 - 2020,"1,099.00","2,879.00",2.62,313,319,1.02,,,,"19,537.00","60,943.00",3.12,"28,958.00","94,758.00",3.27
,,2020 - 2021,"1,236.00","3,068.00",2.48,451,466,1.03,,,,"19,471.00","65,164.00",3.35,"28,205.00","90,835.00",3.22
,,2021 - 2022,"1,062.00","3,001.00",2.83,397,409,1.03,,,,"19,327.00","67,285.00",3.48,"27,985.00","93,881.00",3.35
,,2022 - 2023,619,"1,645.00",2.66,417,427,1.02,,,,"18,502.00","63,567.00",3.44,"26,094.00","93,158.00",3.57
,6. South tripura,2013 - 2014,,,,"42,246.00","1,27,322.00",3.01,,,,,,,,,
,,2014 - 2015,,,,"42,639.00","1,28,021.00",3,,,,,,,,,
,,2015 - 2016,,,,"27,299.00","81,674.00",2.99,,,,"15,435.00","50,428.00",3.27,,,
,,2016 - 2017,"2,022.00","5,271.00",2.61,937,963,1.03,,,,"15,654.00","51,990.00",3.32,"26,139.00","85,863.00",3.28
,,2017 - 2018,"2,046.00","5,552.00",2.71,"1,076.00","1,083.00",1.01,,,,"17,399.00","62,974.00",3.62,"25,016.00","81,895.00",3.27
,,2018 - 2019,"1,944.00","4,923.00",2.53,"1,077.00","1,114.53",1.03,,,,"16,956.00","59,648.00",3.52,"24,564.00","77,063.00",3.14
,,2019 - 2020,"1,384.00","3,685.00",2.66,956,997,1.04,,,,"16,956.00","56,787.00",3.35,"25,719.00","88,190.00",3.43
,,2020 - 2021,"1,907.00","4,947.00",2.59,"1,053.00","1,105.00",1.05,,,,"14,982.00","51,054.00",3.41,"25,447.00","84,673.00",3.33
,,2021 - 2022,"1,531.00","4,525.00",2.96,955,"1,014.00",1.06,,,,"14,845.00","52,135.00",3.51,"24,185.00","80,635.00",3.33
,,2022 - 2023,"1,001.00","2,805.00",2.8,954,998,1.05,,,,"12,873.00","42,460.00",3.3,"24,171.00","85,580.00",3.54
,7. Unakoti,2013 - 2014,,,,"17,245.00","47,041.00",2.73,,,,,,,,,
,,2014 - 2015,,,,"17,674.00","51,830.00",2.93,,,,,,,,,
,,2015 - 2016,,,,"22,137.00","66,623.00",3.01,,,,983,"3,154.00",3.21,,,
,,2016 - 2017,"7,641.00","20,815.00",2.72,"1,513.00","1,565.00",1.03,,,,707,"2,354.00",3.33,"13,152.00","39,998.00",3.04
,,2017 - 2018,"7,152.00","21,183.00",2.96,"1,238.00","1,231.00",0.99,,,,"1,046.00","3,618.00",3.46,"12,898.00","40,501.00",3.14
,,2018 - 2019,"7,305.00","19,108.00",2.62,"1,200.00","1,233.72",1.03,,,,"1,035.00","2,892.00",2.79,"13,602.00","42,823.00",3.15
,,2019 - 2020,"6,904.00","20,834.00",3.02,"1,293.00","1,344.00",1.04,,,,"1,035.00","2,989.00",2.89,"10,894.00","35,012.00",3.21
,,2020 - 2021,"6,583.00","19,555.00",2.97,"1,270.00","1,334.00",1.05,,,,525,"1,745.00",3.32,"12,764.00","39,534.00",3.1
,,2021 - 2022,"6,350.00","18,932.00",2.98,"1,320.00","1,380.00",1.05,,,,457,"1,596.00",3.49,"13,625.00","44,657.00",3.28
,,2022 - 2023,"4,190.00","13,226.00",3.16,"1,250.00","1,300.00",1.04,,,,755,"2,633.00",3.49,"13,506.00","45,498.00",3.37
,8. West tripura,2013 - 2014,,,,"24,283.00","69,594.00",2.87,,,,,,,,,
,,2014 - 2015,,,,"25,700.00","75,960.00",2.96,,,,,,,,,
,,2015 - 2016,,,,"18,399.00","55,562.00",3.02,,,,"8,795.00","27,366.00",3.11,,,
,,2016 - 2017,887,"2,076.00",2.34,577,571,0.99,,,,"8,798.00","29,231.00",3.32,"16,400.00","50,243.00",3.06
,,2017 - 2018,"1,027.00","2,640.00",2.57,630,630,1,,,,"8,990.00","24,527.00",2.73,"16,383.00","49,403.00",3.02
,,2018 - 2019,"1,010.00","2,370.00",2.35,480,522.79,1.09,,,,"8,925.00","28,958.00",3.24,"16,130.00","48,176.00",2.99
,,2019 - 2020,763,"1,767.00",2.32,529,573,1.08,,,,"8,925.00","31,575.00",3.54,"16,714.00","54,481.00",3.26
,,2020 - 2021,533,"1,614.00",3.03,367,395,1.08,,,,"8,497.00","28,874.00",3.4,"16,546.00","53,145.00",3.21
,,2021 - 2022,195,567,2.91,645,692,1.07,,,,"7,933.00","28,219.00",3.56,"15,811.00","52,300.00",3.31
,,2022 - 2023,38,102,2.68,176,192,1.09,,,,"7,996.00","28,036.00",3.51,"14,986.00","51,395.00",3.43
34. Uttar Pradesh,1. Agra,2013 - 2014,,,,"8,691.00","22,475.00",2.59,,,,,,,,,
,,2014 - 2015,,,,"10,164.00","24,231.00",2.38,,,,,,,,,
,,2015 - 2016,,,,"9,401.00","22,553.00",2.4,,,,,,,,,
,,2016 - 2017,,,,"4,872.00","13,281.00",2.73,,,,,,,,,
,,2017 - 2018,,,,"5,252.00","13,109.00",2.5,,,,,,,,,
,,2018 - 2019,,,,"5,432.00","13,374.00",2.46,,,,,,,,,
,,2019 - 2020,,,,"5,296.00","13,642.00",2.58,,,,34,88,2.59,,,
,,2020 - 2021,,,,"5,962.00","16,223.00",2.72,,,,,,,,,
,,2021 - 2022,,,,"5,129.00","13,135.00",2.56,,,,,,,,,
,,2022 - 2023,,,,"6,842.00","18,391.00",2.69,,,,,,,,,
,2. Aligarh,2013 - 2014,,,,"87,525.00","1,96,144.00",2.24,,,,,,,,,
,,2014 - 2015,,,,"90,420.00","2,01,998.00",2.23,,,,,,,,,
,,2015 - 2016,,,,"87,723.00","2,05,798.00",2.35,,,,,,,,,
,,2016 - 2017,,,,"79,388.00","2,01,328.00",2.54,,,,,,,,,
,,2017 - 2018,,,,"83,454.00","2,22,906.00",2.67,,,,,,,,,
,,2018 - 2019,,,,"95,680.00","2,30,780.00",2.41,,,,,,,,,
,,2019 - 2020,,,,"91,823.00","2,39,658.00",2.61,,,,935,"2,440.00",2.61,,,
,,2020 - 2021,,,,"83,341.00","2,19,354.00",2.63,,,,,,,,,
,,2021 - 2022,,,,"88,227.00","2,20,038.00",2.49,,,,,,,,,
,,2022 - 2023,,,,"88,695.00","2,21,383.00",2.5,,,,351,"1,207.00",3.44,,,
,3. Allahabad,2013 - 2014,,,,"1,59,525.00","4,20,986.00",2.64,,,,,,,,,
,,2014 - 2015,,,,"1,49,419.00","3,13,780.00",2.1,,,,,,,,,
,,2015 - 2016,,,,"1,46,462.00","2,68,465.00",1.83,,,,,,,,,
,,2016 - 2017,,,,"1,66,477.00","4,59,976.00",2.76,,,,,,,,,
,,2017 - 2018,,,,"1,67,118.00","4,58,572.00",2.74,,,,,,,,,
,,2018 - 2019,,,,"1,54,505.00","4,82,056.00",3.12,,,,,,,,,
,,2019 - 2020,,,,"1,54,773.00","4,83,047.00",3.12,,,,,,,,,
,,2020 - 2021,,,,"1,57,847.00","4,96,271.00",3.14,,,,,,,,,
,,2021 - 2022,,,,"1,55,939.00","4,64,698.00",2.98,,,,5,16,3.2,,,
,,2022 - 2023,,,,"1,55,598.00","4,69,439.00",3.02,,,,155,533,3.44,,,
,4. Ambedkar nagar,2013 - 2014,,,,"1,15,279.00","3,14,251.00",2.73,,,,,,,,,
,,2014 - 2015,,,,"1,18,607.00","2,90,706.00",2.45,,,,,,,,,
,,2015 - 2016,,,,"1,12,181.00","2,36,814.00",2.11,,,,,,,,,
,,2016 - 2017,,,,"1,16,358.00","2,96,015.00",2.54,,,,,,,,,
,,2017 - 2018,,,,"1,18,326.00","3,79,590.00",3.21,,,,,,,,,
,,2018 - 2019,,,,"1,18,618.00","3,59,175.00",3.03,,,,,,,,,
,,2019 - 2020,,,,"1,14,525.00","3,52,050.00",3.07,,,,,,,,,
,,2020 - 2021,,,,"1,15,918.00","3,50,884.00",3.03,,,,,,,,,
,,2021 - 2022,,,,"1,27,900.00","3,51,469.00",2.75,,,,,,,,,
,,2022 - 2023,,,,"1,16,373.00","3,17,116.00",2.72,,,,,,,,,
,5. Amethi,2013 - 2014,,,,"1,23,251.00","2,80,396.00",2.27,,,,,,,,,
,,2014 - 2015,,,,"97,395.00","1,47,846.00",1.52,,,,,,,,,
,,2015 - 2016,,,,"92,511.00","1,81,969.00",1.97,,,,,,,,,
,,2016 - 2017,,,,"1,16,456.00","2,71,110.00",2.33,,,,,,,,,
,,2017 - 2018,,,,"1,13,979.00","2,77,083.00",2.43,,,,,,,,,
,,2018 - 2019,,,,"1,21,428.00","3,35,384.00",2.76,,,,,,,,,
,,2019 - 2020,,,,"1,18,349.00","3,23,685.00",2.74,,,,670,"1,832.00",2.73,,,
,,2020 - 2021,,,,"1,19,311.00","3,18,202.00",2.67,,,,,,,,,
,,2021 - 2022,,,,"1,19,900.00","2,88,839.00",2.41,,,,,,,,,
,,2022 - 2023,,,,"1,19,900.00","3,22,531.00",2.69,,,,,,,,,
,6. Amroha,2013 - 2014,,,,"28,126.00","59,177.00",2.1,,,,2,4,2,,,
,,2014 - 2015,,,,"23,134.00","61,606.00",2.66,,,,13,34,2.62,,,
,,2015 - 2016,,,,"23,721.00","53,538.00",2.26,,,,22,50,2.27,,,
,,2016 - 2017,,,,"26,688.00","54,897.00",2.06,,,,,,,,,
,,2017 - 2018,,,,"22,202.00","47,423.00",2.14,,,,,,,,,
,,2018 - 2019,,,,"27,007.00","67,680.00",2.51,,,,,,,,,
,,2019 - 2020,,,,"26,952.00","68,728.00",2.55,,,,,,,,,
,,2020 - 2021,,,,"26,974.00","75,770.00",2.81,,,,,,,,,
,,2021 - 2022,,,,"26,894.00","74,227.00",2.76,,,,,,,,,
,,2022 - 2023,,,,"28,772.00","71,182.00",2.47,,,,,,,,,
,7. Auraiya,2013 - 2014,,,,"53,582.00","1,76,070.00",3.29,,,,,,,,,
,,2014 - 2015,,,,"55,752.00","1,75,898.00",3.16,,,,,,,,,
,,2015 - 2016,,,,"53,479.00","1,50,811.00",2.82,,,,,,,,,
,,2016 - 2017,,,,"52,248.00","1,59,670.00",3.06,,,,,,,,,
,,2017 - 2018,,,,"49,897.00","1,48,094.00",2.97,,,,,,,,,
,,2018 - 2019,,,,"49,084.00","1,51,522.00",3.09,,,,,,,,,
,,2019 - 2020,,,,"47,087.00","1,64,899.00",3.5,,,,3,11,3.67,,,
,,2020 - 2021,,,,"30,680.00","1,11,092.00",3.62,,,,,,,,,
,,2021 - 2022,,,,"49,592.00","1,68,811.00",3.4,,,,,,,,,
,,2022 - 2023,,,,"58,116.00","2,14,971.00",3.7,,,,38,131,3.45,,,
,8. Azamgarh,2013 - 2014,,,,"2,17,062.00","4,77,971.00",2.2,,,,,,,,,
,,2014 - 2015,,,,"2,02,341.00","4,00,028.00",1.98,,,,,,,,,
,,2015 - 2016,,,,"2,07,312.00","4,08,405.00",1.97,,,,,,,,,
,,2016 - 2017,,,,"2,10,850.00","4,74,202.00",2.25,,,,,,,,,
,,2017 - 2018,,,,"2,16,041.00","5,12,233.00",2.37,,,,,,,,,
,,2018 - 2019,,,,"2,13,970.00","5,25,724.00",2.46,,,,,,,,,
,,2019 - 2020,,,,"2,12,211.00","5,25,647.00",2.48,,,,243,602,2.48,,,
,,2020 - 2021,,,,"2,12,305.00","5,12,292.00",2.41,,,,,,,,,
,,2021 - 2022,,,,"2,13,390.00","5,10,002.00",2.39,,,,,,,,,
,,2022 - 2023,,,,"2,12,305.00","5,19,723.00",2.45,,,,77,265,3.44,,,
,9. Baghpat,2013 - 2014,,,,"7,931.00","24,126.00",3.04,,,,,,,,,
,,2014 - 2015,,,,"5,792.00","14,515.00",2.51,,,,,,,,,
,,2015 - 2016,,,,"6,362.00","17,470.00",2.75,,,,,,,,,
,,2016 - 2017,,,,"5,375.00","13,927.00",2.59,,,,,,,,,
,,2017 - 2018,,,,"4,223.00","11,770.00",2.79,,,,,,,,,
,,2018 - 2019,,,,"5,866.00","16,736.00",2.85,,,,,,,,,
,,2019 - 2020,,,,"9,586.00","29,506.00",3.08,,,,,,,,,
,,2020 - 2021,,,,"5,443.00","16,236.00",2.98,,,,,,,,,
,,2021 - 2022,,,,"5,052.00","14,590.00",2.89,,,,,,,,,
,,2022 - 2023,,,,"4,807.00","13,416.00",2.79,,,,,,,,,
,10. Bahraich,2013 - 2014,,,,"1,59,025.00","3,75,935.00",2.36,,,,,,,,,
,,2014 - 2015,,,,"1,65,249.00","3,67,679.00",2.22,,,,,,,,,
,,2015 - 2016,,,,"1,68,151.00","3,17,469.00",1.89,,,,,,,,,
,,2016 - 2017,,,,"1,59,187.00","3,60,081.00",2.26,,,,,,,,,
,,2017 - 2018,,,,"1,64,735.00","4,18,921.00",2.54,,,,,,,,,
,,2018 - 2019,,,,"1,62,206.00","4,22,871.00",2.61,,,,,,,,,
,,2019 - 2020,,,,"1,62,178.00","4,33,502.00",2.67,,,,,,,,,
,,2020 - 2021,,,,"1,62,847.00","4,39,198.00",2.7,,,,,,,,,
,,2021 - 2022,,,,"1,70,957.00","3,98,159.00",2.33,,,,,,,,,
,,2022 - 2023,,,,"1,70,957.00","3,97,988.00",2.33,,,,,,,,,
,11. Ballia,2013 - 2014,,,,"1,18,000.00","2,61,960.00",2.22,,,,,,,,,
,,2014 - 2015,,,,"1,22,464.00","2,51,908.00",2.06,,,,,,,,,
,,2015 - 2016,,,,"1,15,763.00","1,96,103.00",1.69,,,,,,,,,
,,2016 - 2017,,,,"1,15,908.00","2,76,556.00",2.39,,,,,,,,,
,,2017 - 2018,,,,"1,15,681.00","2,89,550.00",2.5,,,,189,473,2.5,,,
,,2018 - 2019,,,,"1,17,147.00","2,91,813.00",2.49,,,,,,,,,
,,2019 - 2020,,,,"1,17,384.00","3,33,136.00",2.84,,,,,,,,,
,,2020 - 2021,,,,"1,16,409.00","2,97,309.00",2.55,,,,,,,,,
,,2021 - 2022,,,,"1,17,814.00","3,01,957.00",2.56,,,,,,,,,
,,2022 - 2023,,,,"1,15,681.00","2,84,460.00",2.46,,,,55,189,3.44,,,
,12. Balrampur,2013 - 2014,,,,"1,05,387.00","2,32,800.00",2.21,,,,,,,,,
,,2014 - 2015,,,,"1,08,030.00","1,98,235.00",1.83,,,,,,,,,
,,2015 - 2016,,,,"1,07,782.00","1,94,331.00",1.8,,,,,,,,,
,,2016 - 2017,,,,"1,17,531.00","2,53,162.00",2.15,,,,,,,,,
,,2017 - 2018,,,,"1,07,125.00","2,62,456.00",2.45,,,,,,,,,
,,2018 - 2019,,,,"1,08,909.00","2,94,708.00",2.71,,,,,,,,,
,,2019 - 2020,,,,"1,07,189.00","2,97,128.00",2.77,,,,521,"1,444.00",2.77,,,
,,2020 - 2021,,,,"1,08,645.00","3,12,246.00",2.87,,,,,,,,,
,,2021 - 2022,,,,"1,34,699.00","3,41,731.00",2.54,,,,,,,,,
,,2022 - 2023,,,,"1,34,699.00","2,87,313.00",2.13,,,,,,,,,
,13. Banda,2013 - 2014,,,,"56,350.00","1,01,881.00",1.81,,,,,,,,,
,,2014 - 2015,,,,"45,895.00","81,923.00",1.79,,,,,,,,,
,,2015 - 2016,,,,"44,983.00","58,253.00",1.3,,,,,,,,,
,,2016 - 2017,,,,"61,205.00","1,05,028.00",1.72,,,,,,,,,
,,2017 - 2018,,,,"51,760.00","1,02,019.00",1.97,,,,,,,,,
,,2018 - 2019,,,,"51,864.00","1,09,589.00",2.11,,,,,,,,,
,,2019 - 2020,,,,"46,958.00","1,23,734.00",2.63,,,,,,,,,
,,2020 - 2021,,,,"53,038.00","1,27,344.00",2.4,,,,,,,,,
,,2021 - 2022,,,,"48,550.00","1,16,132.00",2.39,,,,,,,,,
,,2022 - 2023,,,,"55,063.00","1,27,801.00",2.32,,,,,,,,,
,14. Barabanki,2013 - 2014,,,,"1,81,235.00","5,17,970.00",2.86,,,,,,,,,
,,2014 - 2015,,,,"1,91,884.00","5,29,600.00",2.76,,,,,,,,,
,,2015 - 2016,,,,"1,86,626.00","5,13,408.00",2.75,,,,,,,,,
,,2016 - 2017,,,,"1,83,331.00","4,99,760.00",2.73,,,,,,,,,
,,2017 - 2018,,,,"1,81,604.00","5,20,659.00",2.87,,,,,,,,,
,,2018 - 2019,,,,"1,83,466.00","5,30,400.00",2.89,,,,,,,,,
,,2019 - 2020,,,,"1,80,663.00","6,13,712.00",3.4,,,,,,,,,
,,2020 - 2021,,,,"1,82,412.00","5,96,852.00",3.27,,,,,,,,,
,,2021 - 2022,,,,"1,88,580.00","4,57,684.00",2.43,,,,,,,,,
,,2022 - 2023,,,,"1,88,580.00","4,60,890.00",2.44,,,,18,62,3.44,,,
